Date,Total Cases,Severe,Critical Cases,Total Deaths
2/21/2021,3369.68106,1604.61003,569.95827,227.98329
2/22/2021,3444.6987899999995,1640.3327399999998,584.16159,233.66463
2/23/2021,3609.19326,1718.66343,614.62392,245.84958
2/24/2021,3748.4803200000006,1784.99061,639.41493,255.76599000000002
2/25/2021,3826.58745,1822.1845199999998,652.93245,261.17298
2/26/2021,3963.26871,1887.2708400000001,676.67577,270.67029
2/27/2021,4152.40359,1977.33504,711.4639199999999,284.58558
2/28/2021,4397.39004,2093.9952599999997,754.94235,301.97694
3/1/2021,4586.2747500000005,2183.94036,790.0504800000001,316.02018
3/2/2021,4842.54327,2305.97298,836.30271,334.52112
3/3/2021,4969.497600000001,2366.42742,858.70788,343.48314
3/4/2021,5213.71692,2482.7223599999998,900.4596,360.18384000000003
3/5/2021,5522.42652,2629.72692,955.9409999999999,382.3764
3/6/2021,5943.635609999999,2830.30266,1029.4569000000001,411.78276
3/7/2021,6311.924129999999,3005.6781600000004,1094.75508,437.90205
3/8/2021,6680.71296,3181.2918900000004,1162.5990900000002,465.03963
3/9/2021,7069.58517,3366.46914,1232.39385,492.95754
3/10/2021,7376.38524,3512.5644,1283.3088599999999,513.3235500000001
3/11/2021,7809.3308400000005,3718.7289600000004,1357.34493,542.93799
3/12/2021,8211.50718,3910.2415199999996,1426.13283,570.45315
3/13/2021,8766.88764,4174.70841,1522.46061,608.9842500000001
3/14/2021,9171.25287,4367.26326,1595.21865,638.08746
3/15/2021,9797.04816,4665.261030000001,1707.33579,682.9343099999999
3/16/2021,10294.69671,4902.2365199999995,1790.92716,716.37087
3/17/2021,10741.85532,5115.1692,1862.63466,745.05387
3/18/2021,11171.04024,5319.54297,1931.7640499999998,772.70562
3/19/2021,11816.36856,5626.84218,2040.00516,816.00207
3/20/2021,12380.11674,5895.2937,2133.35661,853.3426199999999
3/21/2021,12725.574330000001,6059.79732,2191.5369299999998,876.61479
3/22/2021,13417.0023,6389.048699999999,2310.6663900000003,924.26655
3/23/2021,13896.285179999999,6617.278679999999,2390.26941,956.10777
3/24/2021,14431.711499999998,6872.24358,2475.00378,990.00153
3/25/2021,14774.64246,7035.544019999999,2525.58417,1010.2336499999999
3/26/2021,15217.31916,7246.34244,2587.49361,1034.99745
3/27/2021,15797.4651,7522.602420000001,2684.80158,1073.92062
3/28/2021,16312.44528,7767.83106,2773.86291,1109.54517
3/29/2021,16722.960180000002,7963.31436,2843.13639,1137.25455
3/30/2021,17226.0621,8202.886709999999,2921.98329,1168.79331
3/31/2021,17570.7609,8367.02901,2973.80703,1189.5228
4/1/2021,17779.628940000002,8466.48999,3004.3039799999997,1201.72158
4/2/2021,18341.00478,8733.8118,3090.41565,1236.16626
4/3/2021,18683.50635,8896.90779,3143.69553,1257.4782
4/4/2021,19052.23266,9072.49173,3204.05355,1281.62142
4/5/2021,19222.68918,9153.6615,3233.2622999999994,1293.30492
4/6/2021,19400.65875,9238.40892,3265.76445,1306.30578
4/7/2021,19689.04314,9375.73485,3305.4281399999995,1322.17125
4/8/2021,19914.52572,9483.107520000001,3332.5959,1333.03836
4/9/2021,20096.63958,9569.82837,3356.1344099999997,1342.4537699999998
4/10/2021,20292.22014,9662.96196,3384.74982,1353.89994
4/11/2021,20409.15156,9718.64358,3402.93012,1361.1720599999999
4/12/2021,20414.60913,9721.24245,3402.24204,1360.8968399999999
4/13/2021,20758.865939999996,9885.17427,3459.7281,1383.89124
4/14/2021,20789.85198,9899.929499999998,3460.0797900000002,1384.0319100000002
4/15/2021,20709.65187,9861.73899,3436.3370699999996,1374.53484
4/16/2021,20593.37919,9806.37105,3409.1908500000004,1363.6763099999998
4/17/2021,20613.94623,9816.164850000001,3406.2224400000005,1362.48897
4/18/2021,20387.68398,9708.42093,3362.7695400000002,1345.10781
4/19/2021,20123.531369999997,9582.633989999998,3315.37086,1326.14835
4/20/2021,20101.36752,9572.07978,3312.1783800000003,1324.8713400000001
4/21/2021,19925.75358,9488.45409,3277.0617599999996,1310.8247099999999
4/22/2021,19692.132599999997,9377.205989999999,3230.6756100000002,1292.27025
4/23/2021,19346.44569,9212.5932,3166.01901,1266.40761
4/24/2021,19245.04065,9164.30508,3137.8574099999996,1255.1429699999999
4/25/2021,18832.937250000003,8968.06536,3062.5716899999998,1225.0286700000001
4/26/2021,18478.79925,8799.428220000002,3005.7765600000002,1202.31063
4/27/2021,18221.33832,8676.82779,2966.14635,1186.45854
4/28/2021,17974.500720000004,8559.286049999999,2923.92042,1169.56815
4/29/2021,17384.35689,8278.265159999999,2822.0370300000004,1128.81483
4/30/2021,16923.24369,8058.6874800000005,2743.72617,1097.49045
